"VE_TOTAL","PERSONS","PEDS","NO_LANES","SP_LIMIT","FATALS","DRUNK_DR"
2,2,0,2,35,1,0
2,3,0,2,35,1,0
1,1,0,2,35,1,0
1,1,0,2,35,1,0
1,3,0,2,35,1,0
1,2,1,2,35,1,0
1,1,0,2,35,1,1
2,2,0,2,35,1,0
1,2,1,2,35,1,0
2,2,0,2,35,1,0
1,2,1,2,35,1,0
1,1,0,2,35,1,0
2,2,0,2,35,1,1
1,1,0,2,35,1,0
1,1,0,2,35,1,0
2,2,0,2,35,1,0
2,3,0,2,35,1,0
1,4,1,2,35,1,0
2,2,0,2,35,1,0
1,2,1,2,35,1,0
1,2,1,2,35,1,1
2,4,0,2,35,1,0
1,1,0,2,35,1,0
1,2,1,2,35,1,0
1,2,1,2,35,1,0
1,2,0,2,35,1,1
1,2,0,2,35,1,2
1,1,0,2,35,1,1
1,2,1,2,35,1,1
1,1,0,2,35,1,1
1,1,1,2,35,1,1
1,6,0,2,35,1,6
1,1,0,2,35,1,0
1,3,1,2,35,1,2
1,1,0,2,35,1,1
1,2,0,2,35,1,0
1,1,0,2,35,1,0
1,2,1,1,35,1,1
1,2,0,1,35,1,1
1,1,0,1,35,1,0
2,2,0,9,40,1,0
1,1,0,6,40,1,0
1,2,1,6,40,1,0
1,2,1,6,40,1,2
1,2,1,6,40,1,0
2,4,0,6,40,2,0
1,1,0,6,40,1,0
1,4,0,6,40,1,1
3,4,0,6,40,1,2
3,6,0,5,40,3,0
1,2,0,4,40,1,1
3,3,0,4,40,1,0
1,3,1,4,40,1,0
3,2,0,4,40,1,2
3,6,0,4,40,1,0
3,3,0,4,40,1,0
1,2,1,4,40,1,0
1,2,1,4,40,1,2
2,4,0,4,40,1,1
1,2,1,4,40,1,0
2,2,0,4,40,1,1
3,4,2,4,40,3,0
3,7,0,4,40,3,4
1,4,0,4,40,1,2
2,3,0,4,40,1,1
1,2,1,4,40,1,2
2,5,0,4,40,1,1
4,9,0,4,40,1,1
2,6,0,4,40,1,0
2,2,0,4,40,1,0
1,2,0,4,40,1,1
1,3,1,4,40,1,1
1,2,1,4,40,1,0
2,1,0,4,40,1,1
2,3,0,4,40,1,0
5,6,0,4,40,2,1
2,2,0,4,40,1,0
1,2,0,4,40,2,2
1,2,1,4,40,1,0
1,2,1,4,40,1,0
2,3,0,4,40,1,0
2,5,0,4,40,2,0
2,3,0,4,40,1,0
1,2,1,4,40,1,0
2,5,0,4,40,2,0
2,1,0,4,40,1,0
2,3,0,4,40,1,0
2,2,0,4,40,1,0
4,2,0,4,40,1,0
1,1,1,4,40,1,0
2,3,0,4,40,1,0
3,4,0,4,40,1,0
1,2,1,4,40,1,0
3,3,0,4,40,1,0
1,2,1,4,40,1,1
2,2,0,4,40,1,1
2,3,0,4,40,1,1
1,5,0,4,40,1,1
1,2,0,4,40,1,0
1,1,0,4,40,1,0
1,2,1,4,40,1,1
2,3,0,3,40,1,1
3,4,0,3,40,1,0
1,3,1,3,40,1,1
1,3,1,3,40,1,1
1,3,1,3,40,1,2
2,2,0,3,40,1,0
2,2,0,3,40,1,1
1,2,1,3,40,1,0
1,2,1,3,40,1,0
2,2,0,3,40,1,0
1,2,1,3,40,1,0
2,11,0,3,40,1,0
1,2,1,3,40,1,1
1,2,0,2,40,1,2
1,2,0,2,40,1,1
1,5,0,2,40,1,0
2,5,0,2,40,2,1
2,2,0,2,40,1,0
5,4,0,2,40,1,1
1,2,1,2,40,1,1
2,2,0,2,40,1,1
1,1,0,2,40,1,1
1,1,0,2,40,1,1
3,5,0,2,40,2,0
1,2,1,2,40,1,0
1,2,1,2,40,1,1
3,3,2,2,40,1,1
2,3,0,2,40,1,0
1,5,0,2,40,2,0
1,2,1,2,40,1,1
1,1,0,2,40,1,0
3,6,0,2,40,1,0
1,3,1,2,40,1,0
1,2,1,2,40,1,1
1,2,0,2,40,1,2
2,2,0,2,40,1,0
1,1,0,2,40,1,0
2,4,0,2,40,1,1
2,3,0,2,40,1,0
1,3,1,2,40,1,1
2,4,0,2,40,2,0
1,1,0,2,40,1,0
1,1,0,2,40,1,0
5,8,0,2,40,1,1
1,1,0,2,40,1,1
1,2,1,2,40,1,0
2,3,0,2,40,1,0
2,3,0,2,40,1,0
3,7,0,2,40,1,0
1,4,0,2,40,1,0
1,3,0,2,40,1,0
1,2,1,2,40,1,0
1,4,1,2,40,1,0
1,2,1,2,40,1,0
1,2,1,2,40,1,0
1,5,1,2,40,1,0
2,2,0,2,40,1,0
1,3,1,2,40,1,0
1,1,0,2,40,1,0
1,3,2,2,40,2,0
2,2,0,2,40,1,1
1,1,0,2,40,1,1
2,2,0,2,40,1,1
1,1,0,2,40,1,1
1,2,0,2,40,1,1
1,1,0,2,40,1,0
2,11,0,2,40,1,2
1,2,0,2,40,1,1
1,3,0,2,40,1,2
1,4,0,1,40,1,1
1,1,0,9,45,1,0
2,3,1,9,45,1,0
2,2,0,9,45,1,1
2,2,0,6,45,1,0
1,2,1,6,45,1,1
4,11,2,6,45,1,1
1,6,0,6,45,1,0
1,2,1,6,45,1,1
2,2,0,6,45,1,1
1,2,1,6,45,1,1
2,3,0,5,45,1,0
5,7,0,5,45,2,0
1,2,0,5,45,1,0
1,2,0,4,45,1,1
1,1,0,4,45,1,1
2,5,0,4,45,2,2
1,3,1,4,45,1,1
3,3,0,4,45,1,1
2,3,0,4,45,1,1
1,4,0,4,45,1,2
1,3,1,4,45,1,0
1,2,1,4,45,1,0
1,3,1,4,45,1,1
1,7,0,4,45,1,0
1,2,1,4,45,1,1
1,2,1,4,45,1,0
2,2,0,4,45,1,1
1,2,1,4,45,1,1
1,2,1,4,45,1,1
1,3,2,4,45,2,0
1,2,1,4,45,1,0
1,3,1,4,45,1,0
5,6,0,4,45,2,0
1,3,2,4,45,1,0
1,2,1,4,45,1,1
2,2,0,4,45,1,0
3,4,0,4,45,1,0
2,6,0,4,45,1,0
2,2,0,4,45,1,1
2,2,0,4,45,1,0
2,11,0,4,45,2,0
2,4,0,4,45,1,0
1,2,1,4,45,1,0
2,4,0,4,45,1,0
2,2,0,4,45,1,0
2,4,0,4,45,1,0
2,2,0,4,45,1,0
1,1,0,4,45,1,0
1,2,1,4,45,1,0
2,2,0,4,45,1,0
1,2,1,4,45,1,1
1,1,0,4,45,1,0
2,2,0,4,45,1,0
1,2,0,4,45,2,1
1,2,1,4,45,1,1
1,2,0,4,45,1,1
2,5,1,4,45,1,2
2,3,0,3,45,1,1
1,5,1,3,45,1,0
2,5,0,3,45,3,1
1,9,0,3,45,2,1
2,2,0,3,45,1,2
1,2,1,3,45,1,0
1,3,0,3,45,1,1
1,1,0,3,45,1,0
6,11,0,3,45,1,0
2,3,0,3,45,1,0
1,1,0,3,45,1,0
2,6,0,3,45,1,1
2,2,0,3,45,1,0
1,2,0,3,45,1,2
1,1,0,3,45,1,0
1,1,0,3,45,1,1
2,4,0,3,45,2,3
1,1,0,3,45,1,1
2,4,0,3,45,1,1
1,2,0,2,45,1,0
1,2,1,2,45,1,1
1,1,0,2,45,1,1
2,1,0,2,45,1,1
2,2,0,2,45,1,1
1,2,1,2,45,1,2
1,2,0,2,45,1,0
1,2,1,2,45,1,0
1,1,0,2,45,1,0
1,3,0,2,45,1,1
1,2,1,2,45,1,1
1,2,0,2,45,2,0
2,2,0,2,45,1,1
1,1,0,2,45,1,1
1,2,1,2,45,1,0
3,1,0,2,45,1,0
1,3,0,2,45,1,0
1,2,0,2,45,1,1
1,2,0,2,45,1,0
2,4,0,2,45,1,0
1,1,0,2,45,1,1
1,1,0,2,45,1,0
1,1,0,2,45,1,1
2,3,0,2,45,2,1
2,3,1,2,45,1,0
2,4,0,2,45,1,0
1,2,0,2,45,1,0
2,4,0,2,45,3,1
1,2,1,2,45,1,0
2,4,0,2,45,1,1
1,1,0,2,45,1,0
1,2,1,2,45,1,1
1,2,1,2,45,1,2
1,3,0,2,45,1,0
1,1,0,2,45,1,1
1,2,1,2,45,1,0
3,5,0,2,45,1,0
1,5,1,2,45,1,0
2,6,0,2,45,1,0
2,2,0,2,45,1,0
1,1,0,2,45,1,0
2,2,0,2,45,1,0
2,3,0,2,45,1,0
1,2,1,2,45,1,1
2,2,0,2,45,1,0
2,2,0,2,45,1,1
1,2,1,2,45,1,0
3,6,0,2,45,1,0
1,1,0,2,45,1,1
1,1,0,2,45,1,0
2,3,0,2,45,1,0
2,5,0,2,45,3,0
2,2,0,2,45,1,0
3,5,0,2,45,1,0
2,3,0,2,45,2,0
2,2,0,2,45,1,1
2,2,0,2,45,1,1
2,2,0,2,45,1,1
1,1,0,2,45,1,0
2,6,0,2,45,2,0
2,3,0,2,45,1,0
1,2,0,2,45,1,1
2,3,0,2,45,1,0
2,2,0,2,45,1,0
1,2,1,2,45,1,1
2,3,0,2,45,1,0
2,5,0,2,45,2,0
1,1,0,2,45,1,0
1,2,1,2,45,1,1
3,5,0,2,45,1,0
1,2,1,2,45,1,0
2,3,0,2,45,1,0
1,2,1,2,45,1,0
2,2,0,2,45,1,0
1,1,0,2,45,1,0
2,3,0,2,45,1,0
1,1,0,2,45,1,1
2,2,0,2,45,1,0
1,2,1,2,45,1,1
1,1,0,2,45,1,0
2,2,0,2,45,1,0
3,3,0,2,45,1,0
1,2,1,2,45,1,0
2,4,0,2,45,2,1
1,2,1,2,45,1,0
1,1,0,2,45,1,0
1,1,0,2,45,1,1
1,1,0,2,45,1,0
1,1,0,2,45,1,1
1,1,0,2,45,1,1
1,4,0,2,45,2,3
2,4,0,2,45,2,1
1,1,0,2,45,1,1
1,2,1,2,45,1,1
2,2,0,2,45,1,2
1,1,0,2,45,1,1
1,1,0,2,45,1,1
1,2,1,2,45,1,1
1,2,0,2,45,1,2
3,4,0,2,45,1,1
1,1,0,2,45,1,0
1,1,0,2,45,1,1
1,1,0,2,45,1,1
1,1,0,2,45,1,0
2,2,0,9,50,1,0
3,5,0,5,50,1,0
1,1,0,5,50,1,0
1,4,0,4,50,3,3
1,2,1,4,50,1,1
2,2,0,4,50,1,1
2,4,0,4,50,1,0
2,4,0,4,50,1,0
2,5,0,4,50,1,0
2,3,0,4,50,1,0
1,1,0,4,50,1,0
1,2,1,4,50,1,0
1,1,0,4,50,1,0
2,2,1,4,50,1,2
2,3,0,4,50,1,2
1,2,1,4,50,1,1
1,2,0,3,50,2,0
2,2,0,3,50,1,0
2,6,0,3,50,1,2
2,4,0,3,50,2,3
1,2,1,3,50,1,2
1,1,0,3,50,1,0
2,2,0,3,50,1,0
2,3,0,3,50,1,0
2,3,0,3,50,1,0
3,4,0,3,50,1,0
5,9,0,3,50,1,0
2,3,0,3,50,2,0
1,1,0,3,50,1,1
1,2,1,3,50,1,0
1,1,0,2,50,1,1
1,1,0,2,50,1,1
1,5,2,2,50,1,1
1,1,0,2,50,1,1
1,1,0,2,50,1,0
3,3,0,2,50,1,1
2,6,1,2,50,1,1
1,1,0,2,50,1,0
2,3,0,2,50,1,1
1,2,1,2,50,1,0
1,2,1,2,50,1,0
2,3,0,2,50,1,0
2,3,0,2,50,1,0
1,1,0,2,50,1,0
1,3,0,2,50,3,1
2,2,0,2,50,1,0
2,2,0,2,50,1,0
1,1,0,2,50,1,0
1,2,1,2,50,1,0
2,4,0,2,50,1,0
1,2,0,2,50,1,0
1,2,1,2,50,1,0
1,1,0,2,50,1,1
1,2,1,2,50,1,1
3,7,0,2,50,1,1
1,3,0,2,50,1,3
1,1,0,2,50,1,1
2,1,0,2,50,1,1
1,2,0,2,50,1,1
1,2,0,2,50,1,2
2,2,0,2,50,1,1
1,1,0,2,50,1,1
2,2,0,2,50,1,1
1,2,0,2,50,1,1
1,3,0,2,50,1,0
2,11,0,9,55,1,0
2,2,0,9,55,1,0
2,2,0,7,55,1,0
3,3,0,5,55,1,1
4,5,0,5,55,1,0
2,3,0,5,55,1,0
2,3,0,4,55,1,1
1,1,0,4,55,1,0
2,1,0,4,55,1,0
5,10,0,4,55,1,0
2,2,0,4,55,1,0
2,2,0,4,55,1,1
2,3,0,4,55,2,0
2,3,0,4,55,1,0
1,2,1,4,55,1,0
1,2,1,4,55,1,0
1,5,0,4,55,1,0
2,2,0,4,55,1,1
2,6,0,4,55,1,0
1,1,0,4,55,1,0
2,5,0,4,55,1,0
2,2,0,4,55,1,0
1,1,0,4,55,1,0
1,1,0,4,55,1,0
2,2,0,4,55,1,0
2,3,0,4,55,1,2
2,3,0,4,55,1,1
1,2,1,4,55,1,0
2,4,0,4,55,1,0
2,3,0,4,55,1,0
2,2,0,4,55,1,0
1,2,1,4,55,1,1
1,2,1,4,55,1,1
1,2,0,4,55,1,2
1,2,0,4,55,1,0
2,3,0,4,55,1,1
2,3,1,4,55,1,1
1,3,0,4,55,1,0
2,4,0,3,55,1,1
1,1,0,3,55,1,1
3,4,0,3,55,1,1
1,2,1,3,55,1,0
5,8,0,3,55,1,1
1,1,0,3,55,1,0
2,5,0,3,55,1,1
1,2,0,3,55,1,0
1,1,0,3,55,1,0
1,1,0,3,55,1,0
2,6,0,3,55,3,0
2,3,0,3,55,2,1
1,1,0,3,55,1,0
2,3,0,3,55,2,1
2,4,1,3,55,1,0
2,2,0,3,55,1,0
2,2,0,3,55,1,0
1,5,0,2,55,2,0
1,2,0,2,55,1,0
2,3,0,2,55,1,0
3,4,0,2,55,3,1
2,4,0,2,55,1,1
2,2,0,2,55,1,1
2,2,0,2,55,1,0
2,5,0,2,55,2,1
1,2,0,2,55,1,1
1,2,0,2,55,1,1
1,2,0,2,55,1,1
1,1,0,2,55,1,1
2,3,0,2,55,1,0
4,4,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,3,0,2,55,1,1
2,3,1,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,2,0,2,55,1,1
1,1,0,2,55,1,1
1,2,0,2,55,1,0
2,2,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
1,2,0,2,55,1,0
1,2,0,2,55,2,2
1,3,1,2,55,1,1
2,2,0,2,55,1,0
1,1,0,2,55,1,0
1,1,0,2,55,1,1
2,3,0,2,55,1,0
1,2,0,2,55,1,2
2,3,0,2,55,2,0
3,5,0,2,55,1,1
3,8,1,2,55,1,1
1,3,1,2,55,1,1
2,4,0,2,55,2,0
1,3,0,2,55,1,1
2,3,0,2,55,1,1
3,4,0,2,55,1,0
1,1,0,2,55,1,0
2,6,0,2,55,2,2
1,2,1,2,55,1,0
2,7,0,2,55,1,0
2,1,0,2,55,1,1
2,2,0,2,55,1,1
1,2,1,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,1
1,3,0,2,55,1,0
2,3,1,2,55,1,0
1,1,0,2,55,1,1
1,4,1,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,1
2,3,0,2,55,1,0
2,4,0,2,55,1,1
2,4,0,2,55,1,0
2,3,0,2,55,1,1
1,2,1,2,55,1,1
1,1,0,2,55,1,0
1,2,0,2,55,1,0
2,2,0,2,55,1,0
1,2,0,2,55,2,2
1,3,0,2,55,2,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,3,0,2,55,1,1
1,2,1,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,0
2,3,0,2,55,1,0
2,2,0,2,55,1,1
2,3,0,2,55,1,0
1,1,0,2,55,1,1
2,2,0,2,55,1,2
1,2,0,2,55,2,1
1,2,0,2,55,1,1
1,1,0,2,55,1,1
4,7,0,2,55,1,0
2,3,0,2,55,2,0
2,2,0,2,55,1,1
1,3,0,2,55,1,0
2,8,0,2,55,1,0
3,9,0,2,55,3,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,1
1,2,1,2,55,1,1
2,2,0,2,55,2,1
2,4,0,2,55,1,1
1,1,0,2,55,1,1
4,9,0,2,55,2,0
2,4,0,2,55,1,0
2,2,0,2,55,1,0
1,1,0,2,55,1,1
3,3,0,2,55,1,0
1,1,0,2,55,1,1
1,4,0,2,55,1,0
2,2,0,2,55,1,1
3,6,0,2,55,2,1
2,4,0,2,55,1,0
2,3,0,2,55,3,2
1,1,0,2,55,1,0
2,2,0,2,55,1,0
3,5,0,2,55,2,0
2,4,0,2,55,1,1
2,2,0,2,55,1,0
2,3,0,2,55,1,1
2,4,0,2,55,1,0
1,2,0,2,55,1,0
2,5,0,2,55,1,0
1,2,0,2,55,1,1
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,1,0,2,55,1,1
2,5,0,2,55,1,0
1,1,0,2,55,1,1
2,2,0,2,55,1,0
2,2,0,2,55,1,0
2,4,0,2,55,1,0
1,1,0,2,55,1,0
1,4,0,2,55,1,0
1,1,0,2,55,1,1
1,1,0,2,55,1,0
1,5,1,2,55,1,1
1,2,0,2,55,1,0
1,4,0,2,55,1,0
